target_harvest_month,crop_code,state_code,year,modal_price
12,0,1,2026,36.204611129069434
2,0,1,2028,24.949467625595993
10,0,1,2025,24.367043876623292
1,0,1,2028,31.750485686845845
11,0,1,2025,26.693977972950208
7,0,1,2026,22.76110351746197
10,0,1,2024,24.690636015138725
2,0,1,2028,34.19925043761783
11,0,1,2027,39.339006661414416
10,0,1,2027,38.91607975039579
11,0,1,2028,32.368340836806766
3,0,1,2026,28.219080886996327
7,0,1,2029,26.525755589173027
11,0,1,2026,33.64159311124006
11,0,1,2026,22.76681210691629
3,0,1,2028,25.448173121074234
4,0,1,2024,24.623999131516833
9,0,1,2026,38.11613487741046
9,0,1,2025,36.71383813806808
4,0,1,2025,32.29504073610357
5,0,1,2026,26.844793589882677
10,0,1,2025,25.55287983416385
1,0,1,2025,33.62844917832206
9,0,1,2027,33.38355789926072
2,0,1,2024,24.10326755680784
7,0,1,2030,31.53736444298852
11,0,1,2024,27.324574399138026
8,0,1,2026,23.749402007357684
6,0,1,2028,41.707896100963346
12,0,1,2025,22.387607446902543
8,0,1,2024,29.14824045841666
1,0,1,2025,23.332114580241836
4,0,1,2026,26.513191051593147
12,0,1,2026,25.848906306160533
6,0,1,2025,34.070274453757264
2,0,1,2027,24.604130929381753
3,0,1,2024,20.739637030355887
1,0,1,2027,23.970059642069486
12,0,1,2026,23.248412222748847
4,0,1,2025,31.650734833510956
10,0,1,2030,42.85139108440184
5,0,1,2024,32.95862891749389
5,0,1,2025,29.629289148591138
4,0,1,2028,40.01312131431916
3,0,1,2024,31.669322400981127
2,0,1,2025,36.35558945933155
1,0,1,2025,22.67444564428304
7,0,1,2026,36.12157995378443
2,0,1,2028,33.32302034279457
11,0,1,2026,37.631777209039484
7,0,1,2024,30.942705146403277
1,0,1,2026,32.09125744019029
11,0,1,2024,25.527745615652815
10,0,1,2026,26.230687110179264
2,0,1,2025,24.51243951997056
9,0,1,2027,31.308239086986426
5,0,1,2024,25.52997181333831
9,0,1,2024,31.125340796038174
8,0,1,2029,34.28979487141526
1,0,1,2025,25.08777367024377
7,0,1,2026,27.44391746023501
6,0,1,2025,24.343433482711106
6,0,1,2026,34.957215617107224
6,0,1,2029,34.2690083469281
5,0,1,2030,28.859351870739847
1,0,1,2024,21.477769944917057
4,0,1,2026,25.50623078443249
1,0,1,2030,40.69309595589793
8,0,1,2024,34.36592685293525
11,0,1,2027,29.09266093298226
2,0,1,2030,33.88950836058448
6,0,1,2029,32.966095419755426
8,0,1,2030,27.29858435031071
9,0,1,2024,34.27717639728272
3,0,1,2028,29.21669389808615
3,0,1,2026,34.06503271701797
2,0,1,2029,36.38942973939041
3,0,1,2024,25.405552603983512
9,0,1,2027,28.57397825714477
6,0,1,2026,28.446512464862735
4,0,1,2024,27.960113941069878
6,0,1,2029,37.191138201940504
10,0,1,2025,26.630523061827294
10,0,1,2025,26.875057522244333
8,0,1,2029,38.941558424929674
10,0,1,2030,42.61317735087406
10,0,1,2025,21.355988639008007
8,0,1,2028,38.04103226561526
1,0,1,2025,21.539108977504497
10,0,1,2030,39.48346457672171
11,0,1,2028,36.09527652131312
12,0,1,2030,33.90788065773287
1,0,1,2024,32.122196696214374
2,0,1,2027,35.24186671182657
10,0,1,2025,36.71469521806547
11,0,1,2024,33.15204455754123
9,0,1,2028,35.63031678547465
5,0,1,2027,35.624457009348454
12,0,1,2028,34.5082205706992
12,0,1,2030,43.598565256274625
3,0,1,2028,34.521326881003354
7,0,1,2026,31.212500963176318
10,0,1,2027,24.643040214498676
2,0,1,2027,36.118248468668206
2,0,1,2025,34.09381757155254
8,0,1,2024,31.46885815368657
10,0,1,2025,24.784891213563032
1,0,1,2025,21.508850246088656
8,0,1,2027,30.897186207184856
3,0,1,2026,22.80021665346721
4,0,1,2024,20.50467175804997
6,0,1,2030,33.72695022326745
11,0,1,2029,38.51758992625859
11,0,1,2025,26.27411312244943
8,0,1,2025,23.40699923200372
10,0,1,2025,21.93666918030708
1,0,1,2024,30.947688931741233
1,0,1,2026,34.10328745726913
3,0,1,2026,25.337169306102048
11,0,1,2025,21.673873582103248
5,0,1,2030,38.454677677757324
9,0,1,2025,32.87087632666214
3,0,1,2029,38.50361163132585
3,0,1,2025,33.29933710066109
4,0,1,2025,22.334231533124623
3,0,1,2024,20.96794370958685
11,0,1,2028,33.75987190668427
5,0,1,2026,36.73518630158908
4,0,1,2030,45.08867103439449
7,0,1,2024,28.307367918377874
9,0,1,2024,33.362883543580786
2,0,1,2027,27.803120502140203
8,0,1,2025,33.918259194059836
10,0,1,2026,27.38470704109521
3,0,1,2026,28.343320949048774
12,0,1,2029,32.684251853530256
5,0,1,2024,28.925790780885208
8,0,1,2029,38.60309301152972
12,0,1,2026,36.013501541749555
3,0,1,2028,39.43970363129159
5,0,1,2029,41.516123280910946
5,0,1,2027,31.85768209091003
5,0,1,2030,27.672332856889334
2,0,1,2028,25.78300128118018
7,0,1,2029,37.090624494427956
5,0,1,2030,31.343772516013093
8,0,1,2029,28.960157593135023
5,0,1,2027,26.260515378926822
11,0,1,2029,28.51813161579166
7,0,1,2025,23.89740944573851
1,0,1,2028,24.35023095245667
2,0,1,2029,39.956439524079194
11,0,1,2030,38.200203860863276
5,0,1,2029,30.05756159556463
10,0,1,2024,24.610010107416066
2,0,1,2025,22.93233035216405
4,0,1,2025,25.577924048116195
7,0,1,2027,38.57448037384628
8,0,1,2027,36.85286529909135
7,0,1,2028,29.348465393924357
11,0,1,2026,31.96628522314292
5,0,1,2024,20.28150792647829
2,0,1,2029,38.05568759968723
7,0,1,2025,31.883761505362187
3,0,1,2025,30.425635089116952
2,0,1,2029,41.9191025380357
3,0,1,2027,26.267399404907646
3,0,1,2030,45.18029613372355
10,0,1,2026,37.86308645182264
3,0,1,2028,24.646251183538762
3,0,1,2026,33.67157368422143
8,0,1,2026,34.70548236839444
2,0,1,2030,39.118910585308534
4,0,1,2029,34.513767760060375
7,0,1,2025,26.36802992947675
8,0,1,2027,30.12088313310683
5,0,1,2026,22.748396006980354
4,0,1,2030,39.415339111614365
12,0,1,2025,28.564021684362675
11,0,1,2028,31.895199316564657
11,0,1,2027,38.87500276908565
9,0,1,2028,38.02104703555479
10,0,1,2029,33.69921575479121
1,0,1,2026,25.46897208472778
7,0,1,2026,23.461294652428503
12,0,1,2025,22.124968094373944
5,0,1,2024,32.297885422555474
1,0,1,2024,25.978054344273843
7,0,1,2025,30.118202072393313
4,0,1,2026,31.331792024528653
5,0,1,2030,32.893626406558354
11,0,1,2024,21.260871289968385
1,0,1,2029,38.55675902375865
6,0,1,2030,29.964097289579755
4,0,1,2027,31.3515376847435
2,0,1,2026,27.093521599420786
11,0,1,2028,25.59770522628538
12,0,1,2030,42.61433509417985
1,0,1,2025,23.97315092807889
4,0,1,2024,30.340628714291093
9,0,1,2025,25.594262048995102
6,0,1,2026,38.48776692616906
3,0,1,2024,27.23039662431792
6,0,1,2024,24.369129305255253
3,0,1,2030,45.42405755508406
3,0,1,2026,36.994109959516514
4,0,1,2030,27.395597760496415
3,0,1,2026,26.86791056398766
12,0,1,2028,31.608660250773088
11,0,1,2029,42.587955240383046
5,0,1,2027,29.715527831489137
1,0,1,2028,36.12639454316503
4,0,1,2029,31.759817804456944
8,0,1,2029,25.651657932090718
9,0,1,2024,31.210049496738
12,0,1,2026,30.24789817617059
12,0,1,2026,22.720466126298916
9,0,1,2027,25.363232463762312
4,0,1,2029,34.750887317622116
9,0,1,2025,31.36150511360076
3,0,1,2028,39.64768458860928
4,0,1,2027,26.478083658621618
6,0,1,2026,25.111760206357882
3,0,1,2029,37.81488276260725
7,0,1,2026,27.37772631765679
2,0,1,2030,27.023323920297827
5,0,1,2030,31.43671270667284
9,0,1,2028,36.135316978099894
11,0,1,2029,27.147679539930387
9,0,1,2028,33.42329676358339
6,0,1,2026,35.462141195569544
8,0,1,2030,43.46143070115348
4,0,1,2027,31.506659291589227
12,0,1,2029,43.246750396160564
7,0,1,2024,30.558770883680506
5,0,1,2026,25.166666424504264
7,0,1,2027,28.15577000578532
10,0,1,2029,31.459325265623164
5,0,1,2026,23.90884972436302
6,0,1,2027,25.8318239718906
2,0,1,2028,28.390960893377876
2,0,1,2026,23.25224856164336
8,0,1,2024,30.395953310890903
1,0,1,2026,31.342822577062602
1,0,1,2030,45.41038673164409
5,0,1,2027,33.06400737253861
8,0,1,2029,31.868345179098053
9,0,1,2026,31.60513787928878
10,0,1,2024,26.44331719660193
8,0,1,2028,35.2226409813015
8,0,1,2024,32.64234981836269
3,0,1,2030,35.61855844952606
11,0,1,2028,27.10669392376315
6,0,1,2028,27.226387050654015
1,0,1,2025,36.44509178347952
4,0,1,2030,34.18759509258725
3,0,1,2025,26.55311792923973
1,0,1,2028,26.724235149637202
3,0,1,2030,29.079627934469702
5,0,1,2027,27.375928422413665
7,0,1,2027,27.04535587249954
11,0,1,2026,24.594525680340308
8,0,1,2029,25.548897224228114
1,0,1,2027,29.19279657463613
10,0,1,2024,24.621164880840947
6,0,1,2030,36.327470486941586
12,0,1,2025,26.17581613029757
7,0,1,2024,23.501634457508878
12,0,1,2027,24.937530547344892
2,0,1,2029,34.25783348956742
10,0,1,2028,39.87684761873427
7,0,1,2026,36.0521256354901
12,0,1,2026,38.4027475641369
9,0,1,2024,28.100515739984765
9,0,1,2028,24.48463275788716
2,0,1,2026,31.87524083925168
2,0,1,2030,31.97728850780668
8,0,1,2024,25.509078520736885
8,0,1,2028,36.02089948121828
10,0,1,2030,43.29734317112541
1,0,1,2030,30.113536740544077
8,0,1,2027,37.7949381185802
5,0,1,2029,30.912991141875104
10,0,1,2025,30.87302363227659
1,0,1,2027,25.26580005780142
12,0,1,2029,35.86503048101932
2,0,1,2025,27.785471638758338
7,0,1,2024,28.79799187417659
7,0,1,2027,33.309599749040935
2,0,1,2024,26.7099411684245
3,0,1,2030,37.45516413496773
5,0,1,2026,28.031751026731705
6,0,1,2025,21.13880077725298
6,0,1,2024,25.69423870927766
8,0,1,2030,27.829859219266336
4,0,1,2024,33.99367237960071
1,0,1,2025,31.502610762154887
2,0,1,2026,24.320559992788784
7,0,1,2029,31.75333214880397
8,0,1,2028,38.81068871052449
12,0,1,2028,31.80940724769516
4,0,1,2025,26.64503144322598
11,0,1,2026,25.227603328720694
2,0,1,2030,26.95335043317134
2,0,1,2024,30.134774915874686
3,0,1,2030,35.30504942359206
8,0,1,2029,37.11148262374925
3,0,1,2028,30.563003290393397
8,0,1,2028,30.892948705792378
6,0,1,2030,34.202632636426536
11,0,1,2029,35.36283192973475
8,0,1,2026,37.61731981173186
2,0,1,2024,32.91453203343708
4,0,1,2026,29.00681231034997
4,0,1,2024,32.76760762702962
1,0,1,2024,29.689738368654023
9,0,1,2027,38.569749858264466
4,0,1,2026,31.88663621771508
2,0,1,2025,33.03167171004754
1,0,1,2029,28.064435821686864
1,0,1,2024,29.014378376879932
6,0,1,2030,34.931535275859666
4,0,1,2025,24.583504945251477
4,0,1,2026,35.374873655468
9,0,1,2029,41.421791287117394
10,0,1,2030,36.86002147750029
3,0,1,2029,43.52043436433357
8,0,1,2024,20.373115796281148
7,0,1,2027,24.912939624239225
11,0,1,2027,27.689951505821703
7,0,1,2029,26.539720055376748
9,0,1,2025,27.997393657993204
11,0,1,2028,24.643036288135775
11,0,1,2030,30.367686644432435
3,0,1,2030,44.376779308155825
5,0,1,2024,24.075208707923373
4,0,1,2030,32.011098454181486
1,0,1,2024,23.181539905781296
3,0,1,2024,21.427241676323643
10,0,1,2028,31.273212122741175
10,0,1,2030,36.69791574897121
2,0,1,2026,22.182655128443905
6,0,1,2028,38.17824184917757
9,0,1,2025,30.93505763838851
8,0,1,2028,24.40428976711015
3,0,1,2024,34.37020845162766
7,0,1,2028,32.22668913295363
2,0,1,2030,38.38019214211976
2,0,1,2024,31.87283476146526
5,0,1,2028,41.09842060289628
3,0,1,2026,28.131008414129308
8,0,1,2027,37.693926282121986
6,0,1,2024,31.089410363454455
2,0,1,2028,24.35554077567448
7,0,1,2028,27.224846929452024
10,0,1,2029,25.606394639497992
9,0,1,2026,22.91826349176599
12,0,1,2028,37.644888115017736
12,0,1,2029,40.80614512789289
3,0,1,2028,37.26683848713406
3,0,1,2029,39.07242828032419
6,0,1,2024,30.376611685419316
9,0,1,2029,36.55869222878871
11,0,1,2025,30.18831769693823
9,0,1,2029,39.139156536441064
7,0,1,2026,33.156447145762094
3,0,1,2024,27.674936647964262
12,0,1,2024,29.038288801499384
6,0,1,2027,34.84687329317556
2,0,1,2026,30.972131752749103
8,0,1,2028,39.638240607821565
9,0,1,2025,27.217931006927117
2,0,1,2025,26.84919568952178
7,0,1,2024,27.628913031720153
7,0,1,2029,31.05215656905986
7,0,1,2030,36.40498119029196
2,0,1,2024,31.430464380775085
4,0,1,2030,41.16566596155394
11,0,1,2024,34.82346954723568
11,0,1,2025,23.558849109308447
6,0,1,2030,44.34451145883426
2,0,1,2026,32.698428186620454
3,0,1,2030,44.737523164774565
6,0,1,2030,35.16381098352495
1,0,1,2026,35.34724705617946
4,0,1,2026,25.985358453902055
6,0,1,2028,34.57639555736671
7,0,1,2029,25.24952339206945
1,0,1,2028,32.9149404759286
3,0,1,2027,35.53997730627855
4,0,1,2028,41.851281884823685
11,0,1,2029,27.04279391987783
2,0,1,2026,31.555412510994437
10,0,1,2025,25.862261539584118
3,0,1,2026,37.61284479232427
6,0,1,2024,23.00905151251234
7,0,1,2025,31.5140714791263
12,0,1,2027,30.13101233195306
5,0,1,2024,22.903272277230975
11,0,1,2027,30.160497984800877
9,0,1,2028,33.21114500176175
7,0,1,2030,33.32281365585143
6,0,1,2028,38.439710782267404
11,0,1,2024,29.73218329838795
7,0,1,2025,35.69291932594955
11,0,1,2024,34.74067856503706
10,0,1,2029,27.56216275520178
6,0,1,2025,30.451209799125497
4,0,1,2027,36.635694002945584
11,0,1,2029,26.251431927189234
6,0,1,2028,29.951501997230647
3,0,1,2025,32.36912876214262
6,0,1,2025,36.419783318422645
4,0,1,2026,37.003730028675896
7,0,1,2025,22.24166748387219
9,0,1,2024,33.64861902746482
6,0,1,2024,32.400918997876225
8,0,1,2024,20.68539022118176
2,0,1,2027,29.224056748051826
11,0,1,2029,35.316415890187855
4,0,1,2028,40.45675119443405
6,0,1,2025,32.65479767278459
7,0,1,2024,21.567942639210155
9,0,1,2028,31.312095408737623
11,0,1,2027,31.46544891251848
4,0,1,2030,34.786313706977616
11,0,1,2026,24.871499071879807
2,0,1,2025,32.61188235560984
6,0,1,2024,27.668670449300052
5,0,1,2030,34.28640833875878
8,0,1,2028,37.12999605746289
11,0,1,2028,32.28194717627947
2,0,1,2027,23.84240534727336
4,0,1,2028,28.89563508373064
7,0,1,2028,37.5154468279937
11,0,1,2028,27.081598412264878
8,0,1,2026,34.38171586984609
1,0,1,2024,21.852063535073714
6,0,1,2028,32.432848797094
2,0,1,2028,40.76738584636792
6,0,1,2028,39.340669629449614
10,0,1,2024,30.448858189867785
1,0,1,2029,30.406528826160546
11,0,1,2026,30.471452426590634
9,0,1,2030,29.999452958218257
1,0,1,2028,36.30056230760589
11,0,1,2027,38.73832283748627
7,0,1,2027,30.951956958764754
2,0,1,2030,36.74072471562608
7,0,1,2026,26.992803643045605
1,0,1,2024,24.204635349047106
1,0,1,2026,31.7116966366351
2,0,1,2028,25.725130652626145
3,0,1,2030,37.80959907741933
4,0,1,2030,29.01269855584754
7,0,1,2029,32.35848096807866
2,0,1,2026,27.183954249419845
2,0,1,2027,31.03670895770771
11,0,1,2029,30.109307685183992
2,0,1,2025,28.694634445905827
4,0,1,2025,36.53943666636853
10,0,1,2025,31.85619163096732
10,0,1,2030,44.19124558996196
9,0,1,2024,25.037616705854212
2,0,1,2030,44.77743507511197
9,0,1,2024,26.500210774780133
12,0,1,2027,36.61676958937924
12,0,1,2028,30.024806996781603
1,0,1,2025,36.03833882700629
1,0,1,2030,36.850556880227316
4,0,1,2024,28.523996622502285
6,0,1,2026,23.37833895911721
7,0,1,2026,23.724112025596245
6,0,1,2025,24.942420697469075
11,0,1,2024,22.188463407503413
8,0,1,2027,35.44035401089071
6,0,1,2024,30.476730974601075
12,0,1,2030,42.632233629714534
12,0,1,2026,35.58367445147953
3,0,1,2030,38.26748299406989
4,0,1,2027,39.039383484355824
11,0,1,2025,23.056103689973384
3,0,1,2028,41.10663140051734
7,0,1,2030,32.284085364130675
8,0,1,2026,24.917164713579147
4,0,1,2024,24.321056984807562
6,0,1,2025,28.141337389055337
9,0,1,2025,33.866013620043866
1,0,1,2027,35.569962807673186
9,0,1,2027,36.52988654876505
8,0,1,2024,31.42248754169099
4,0,1,2027,37.837557951115045
6,0,1,2029,38.11420599614961
3,0,1,2030,41.343445167252675
11,0,1,2030,34.73994415328754
12,0,1,2026,22.11799503390834
6,0,1,2026,23.02750484027899
11,0,1,2028,31.281078430397823
9,0,1,2030,42.02740714211235
3,0,1,2029,25.017952172648034
4,0,1,2027,33.53163919618091
4,0,1,2030,32.20364878299414
1,0,1,2027,35.495996891172986
7,0,1,2025,27.346457947045455
8,0,1,2024,34.93574162920194
7,0,1,2027,33.064410349549455
5,0,1,2027,24.183332216035534
12,0,1,2024,29.99738014156496
3,0,1,2025,25.933793489273718
11,0,1,2028,33.6286836932663
7,0,1,2027,32.12534874491253
9,0,1,2028,27.95181917534894
8,0,1,2024,31.594496641023284
3,0,1,2030,34.10628526532447
4,0,1,2024,33.856786407024096
6,0,1,2026,34.784674911976175
9,0,1,2029,41.803858548558914
3,0,1,2029,36.28495081476329
10,0,1,2026,28.0867637096745
9,0,1,2029,40.85481355617377
6,0,1,2026,25.291132368119953
7,0,1,2029,39.22237019602999
3,0,1,2027,25.429771672559767
4,0,1,2028,40.71663948774486
4,0,1,2028,38.374537705229166
3,0,1,2024,32.488234469215755
4,0,1,2027,37.75031797936571
1,0,1,2027,25.568133838974497
11,0,1,2030,35.54750818190871
1,0,1,2027,24.45796661577947
7,0,1,2029,31.237717276507592
6,0,1,2025,26.4702737247764
3,0,1,2026,34.600093703959374
1,0,1,2030,40.74352091448911
7,0,1,2030,38.526243046409824
6,0,1,2024,23.169204010835045
1,0,1,2026,29.188117582308116
11,0,1,2026,25.662453308339156
3,0,1,2028,40.016165483712946
6,0,1,2030,37.05474332169234
6,0,1,2029,33.452580971861394
2,0,1,2024,24.350503258966185
12,0,1,2029,26.682384984958034
11,0,1,2025,22.51684588172598
4,0,1,2027,38.91424311171708
9,0,1,2026,35.40527666788219
3,0,1,2028,33.379352609710246
10,0,1,2024,30.18414376789223
8,0,1,2025,23.38352621754822
1,0,1,2024,25.50900256966365
11,0,1,2025,29.556446895203756
2,0,1,2027,34.11201084468734
10,0,1,2030,41.80084723631009
1,0,1,2026,34.97034185828229
6,0,1,2026,31.918748647942618
6,0,1,2027,37.14544358364048
6,0,1,2026,23.99452888522926
12,0,1,2029,41.4106975796534
1,0,1,2027,33.6326706807155
4,0,1,2030,45.26627084741226
7,0,1,2026,29.216649053946792
6,0,1,2029,33.7647796991084
8,0,1,2025,30.597086206003215
7,0,1,2028,32.485849549359344
1,0,1,2028,40.776720801810406
8,0,1,2029,29.666919917332145
3,0,1,2025,32.704900636051676
4,0,1,2025,21.620889497483052
9,0,1,2025,27.969938903616775
9,0,1,2026,30.44863292513666
10,0,1,2024,23.510113263537075
1,0,1,2029,26.589132150898674
5,0,1,2024,22.569848334049126
10,0,1,2028,36.76599932655885
11,0,1,2030,31.93519382285805
4,0,1,2028,34.51407882928372
7,0,1,2028,26.59446143828801
10,0,1,2029,43.590448651858665
2,0,1,2025,27.998306280891406
2,0,1,2028,35.14613722172553
5,0,1,2028,39.862033865667314
10,0,1,2025,29.122182813390754
10,0,1,2030,45.37509412921784
10,0,1,2025,27.952101296388022
4,0,1,2030,34.65120642479345
1,0,1,2027,27.9004806864762
11,0,1,2026,33.44064357466735
12,0,1,2028,31.393127247862054
5,0,1,2027,29.908253478144715
12,0,1,2027,33.569227300379744
8,0,1,2027,35.00437262834467
7,0,1,2026,29.684655183916078
5,0,1,2028,26.852856088360518
3,0,1,2028,27.60747975527927
6,0,1,2028,36.321107491264904
12,0,1,2025,35.314791189001184
6,0,1,2026,31.854220170238406
8,0,1,2029,33.42185581741161
11,0,1,2030,45.144361926630545
5,0,1,2028,40.176443008093656
3,0,1,2029,25.728972505120645
6,0,1,2026,32.425798016490646
10,0,1,2029,36.31229178747644
1,0,1,2025,22.02523189583048
9,0,1,2025,36.372527076580965
2,0,1,2027,33.87898227067058
7,0,1,2028,24.468326381682314
4,0,1,2029,27.986811705457285
3,0,1,2024,34.23885392069296
6,0,1,2029,25.520473212344466
8,0,1,2028,25.206675631477516
10,0,1,2027,30.705094949531517
10,0,1,2025,31.305778050752846
2,0,1,2028,39.28712357442156
2,0,1,2024,21.482246150088834
10,0,1,2025,28.87288390661365
2,0,1,2024,31.751622972103274
9,0,1,2024,28.957726121408783
1,0,1,2025,30.4239373794857
10,0,1,2027,39.51972240195295
1,0,1,2029,43.147841259008516
12,0,1,2024,28.02291172687554
7,0,1,2024,25.86039300830823
11,0,1,2027,23.256482050168973
12,0,1,2029,42.43309801472836
8,0,1,2026,24.620021011465578
6,0,1,2030,33.05888385383669
5,0,1,2025,33.51036470367451
1,0,1,2027,30.102009873261697
9,0,1,2024,24.299638854091903
11,0,1,2028,24.996824106946267
10,0,1,2027,28.628400520709924
2,0,1,2027,27.581067732106483
12,0,1,2026,24.054811617664896
8,0,1,2026,23.419184548879567
3,0,1,2030,35.390942026828775
6,0,1,2030,26.369702846932004
2,0,1,2025,33.37380426499755
12,0,1,2026,34.462171314825426
4,0,1,2025,23.744246094847693
2,0,1,2024,25.478867609380572
6,0,1,2025,26.490065910113874
10,0,1,2024,28.074564486245094
2,0,1,2028,33.5235301102146
6,0,1,2025,25.12686312930562
7,0,1,2027,33.0936507456673
2,0,1,2025,24.308395709224005
5,0,1,2027,28.746484449127966
5,0,1,2024,33.602769768693896
4,0,1,2028,32.804124508903485
9,0,1,2027,35.37314588128235
12,0,1,2030,29.281765309509826
2,0,1,2030,31.74914699930378
10,0,1,2025,31.776191308858124
4,0,1,2026,29.157791629197412
7,0,1,2024,26.315457457845383
12,0,1,2029,34.442509325723286
1,0,1,2029,29.8527103203493
5,0,1,2030,41.32346047947156
5,0,1,2024,28.911914388095866
11,0,1,2025,28.714466593335043
11,0,1,2028,29.589300902193145
3,0,1,2027,32.73337861328473
12,0,1,2026,34.66625596598041
5,0,1,2027,29.544423671089778
9,0,1,2028,32.66628264603093
4,0,1,2025,27.224755554529274
3,0,1,2030,39.8690823398397
7,0,1,2026,36.62343797460953
12,0,1,2026,37.998741135993626
2,0,1,2024,22.394120493798372
10,0,1,2024,23.874463490513545
5,0,1,2026,34.461473908297286
